"","location","date","CAMERA","depth_G","depth_Etire","depth_Wtire","top_Etire","side_Etire","top_Wtire","side_Wtire","depth_Stire","top_Stire","side_Stire","snow_depth","Network","City","ST","x","y"
"18","Arl",2021-10-23,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"19","Arl",2021-10-24,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"20","Arl",2021-10-25,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"21","Arl",2021-10-26,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"22","Arl",2021-10-27,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"23","Arl",2021-10-28,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"24","Arl",2021-10-29,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"25","Arl",2021-10-30,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"26","Arl",2021-10-31,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"27","Arl",2021-11-01,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"28","Arl",2021-11-02,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"29","Arl",2021-11-03,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"30","Arl",2021-11-04,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"31","Arl",2021-11-05,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"32","Arl",2021-11-06,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"33","Arl",2021-11-07,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"34","Arl",2021-11-08,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"35","Arl",2021-11-09,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"36","Arl",2021-11-10,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"37","Arl",2021-11-11,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"38","Arl",2021-11-12,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"39","Arl",2021-11-13,TRUE,0,0,0,"n","n","n","n",0,"n","n",14,"ENWX","Arlington","WI",-89.40730747,43.33649469
"40","Arl",2021-11-14,TRUE,0,0,0,"n","n","n","n",0,"n","n",20,"ENWX","Arlington","WI",-89.40730747,43.33649469
"41","Arl",2021-11-15,TRUE,0,0,0,"n","n","n","n",0,"n","n",23,"ENWX","Arlington","WI",-89.40730747,43.33649469
"42","Arl",2021-11-16,TRUE,0,0,0,"n","n","n","n",0,"n","n",14,"ENWX","Arlington","WI",-89.40730747,43.33649469
"43","Arl",2021-11-17,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"44","Arl",2021-11-18,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"45","Arl",2021-11-19,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"46","Arl",2021-11-20,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"47","Arl",2021-11-21,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"48","Arl",2021-11-22,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"49","Arl",2021-11-23,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"50","Arl",2021-11-24,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"51","Arl",2021-11-25,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"52","Arl",2021-11-26,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"53","Arl",2021-11-27,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"54","Arl",2021-11-28,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"55","Arl",2021-11-29,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"56","Arl",2021-11-30,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"57","Arl",2021-12-01,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"58","Arl",2021-12-02,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"59","Arl",2021-12-03,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"60","Arl",2021-12-04,TRUE,0,0,0,"n","n","n","n",0,"n","n",9,"ENWX","Arlington","WI",-89.40730747,43.33649469
"61","Arl",2021-12-05,TRUE,0,0,0,"n","n","n","n",0,"n","n",5,"ENWX","Arlington","WI",-89.40730747,43.33649469
"62","Arl",2021-12-06,TRUE,0,0,0,"n","n","n","n",0,"n","n",6,"ENWX","Arlington","WI",-89.40730747,43.33649469
"63","Arl",2021-12-07,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"64","Arl",2021-12-08,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"65","Arl",2021-12-09,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"66","Arl",2021-12-10,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"67","Arl",2021-12-11,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"68","Arl",2021-12-12,TRUE,0,0,0,"n","n","n","n",0,"n","n",25,"ENWX","Arlington","WI",-89.40730747,43.33649469
"69","Arl",2021-12-13,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"70","Arl",2021-12-14,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"71","Arl",2021-12-15,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"72","Arl",2021-12-16,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"73","Arl",2021-12-17,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"74","Arl",2021-12-18,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"75","Arl",2021-12-19,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"76","Arl",2021-12-20,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"77","Arl",2021-12-21,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"78","Arl",2021-12-22,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"79","Arl",2021-12-23,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"80","Arl",2021-12-24,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"81","Arl",2021-12-25,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"82","Arl",2021-12-26,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"83","Arl",2021-12-27,TRUE,100,40,60,"y","n","y","y",60,"y","y",51,"ENWX","Arlington","WI",-89.40730747,43.33649469
"84","Arl",2021-12-28,TRUE,40,0,0,"n","n","n","n",0,"n","n",62,"ENWX","Arlington","WI",-89.40730747,43.33649469
"85","Arl",2021-12-29,TRUE,140,80,80,"y","n","y","y",60,"y","y",130,"ENWX","Arlington","WI",-89.40730747,43.33649469
"86","Arl",2021-12-30,TRUE,120,60,60,"y","n","y","y",60,"y","y",120,"ENWX","Arlington","WI",-89.40730747,43.33649469
"87","Arl",2021-12-31,TRUE,100,20,20,"y","n","y","y",20,"y","y",75,"ENWX","Arlington","WI",-89.40730747,43.33649469
"88","Arl",2022-01-01,TRUE,100,0,20,"n","n","y","y",20,"y","y",74,"ENWX","Arlington","WI",-89.40730747,43.33649469
"89","Arl",2022-01-02,TRUE,120,40,60,"y","n","y","y",60,"y","y",71,"ENWX","Arlington","WI",-89.40730747,43.33649469
"90","Arl",2022-01-03,TRUE,120,40,60,"y","n","y","y",60,"y","y",69,"ENWX","Arlington","WI",-89.40730747,43.33649469
"91","Arl",2022-01-04,TRUE,120,0,20,"n","n","y","n",20,"n","n",66,"ENWX","Arlington","WI",-89.40730747,43.33649469
"92","Arl",2022-01-05,TRUE,100,0,0,"n","n","n","n",0,"n","n",60,"ENWX","Arlington","WI",-89.40730747,43.33649469
"93","Arl",2022-01-06,TRUE,100,0,0,"n","n","n","n",0,"n","n",67,"ENWX","Arlington","WI",-89.40730747,43.33649469
"94","Arl",2022-01-07,TRUE,100,0,0,"n","n","n","n",0,"n","n",65,"ENWX","Arlington","WI",-89.40730747,43.33649469
"95","Arl",2022-01-08,TRUE,100,0,0,"n","n","n","n",0,"n","n",72,"ENWX","Arlington","WI",-89.40730747,43.33649469
"96","Arl",2022-01-09,TRUE,100,0,0,"n","n","n","n",0,"n","n",69,"ENWX","Arlington","WI",-89.40730747,43.33649469
"97","Arl",2022-01-10,TRUE,100,0,0,"n","n","n","n",0,"n","n",65,"ENWX","Arlington","WI",-89.40730747,43.33649469
"98","Arl",2022-01-11,TRUE,100,0,0,"n","n","n","n",0,"n","n",70,"ENWX","Arlington","WI",-89.40730747,43.33649469
"99","Arl",2022-01-12,TRUE,80,0,0,"n","n","n","n",0,"n","n",64,"ENWX","Arlington","WI",-89.40730747,43.33649469
"100","Arl",2022-01-13,TRUE,60,0,0,"n","n","n","n",0,"n","n",54,"ENWX","Arlington","WI",-89.40730747,43.33649469
"101","Arl",2022-01-14,TRUE,40,0,0,"n","n","n","n",0,"n","n",55,"ENWX","Arlington","WI",-89.40730747,43.33649469
"102","Arl",2022-01-15,TRUE,40,0,0,"n","n","n","n",0,"n","n",55,"ENWX","Arlington","WI",-89.40730747,43.33649469
"103","Arl",2022-01-16,TRUE,40,0,0,"n","n","n","n",0,"n","n",54,"ENWX","Arlington","WI",-89.40730747,43.33649469
"104","Arl",2022-01-17,TRUE,40,0,0,"n","n","n","n",0,"n","n",55,"ENWX","Arlington","WI",-89.40730747,43.33649469
"105","Arl",2022-01-18,TRUE,40,0,0,"n","n","n","n",0,"n","n",53,"ENWX","Arlington","WI",-89.40730747,43.33649469
"106","Arl",2022-01-19,TRUE,40,0,0,"n","n","n","n",0,"n","n",51,"ENWX","Arlington","WI",-89.40730747,43.33649469
"107","Arl",2022-01-20,TRUE,40,0,0,"n","n","n","n",0,"n","n",48,"ENWX","Arlington","WI",-89.40730747,43.33649469
"108","Arl",2022-01-21,TRUE,40,0,0,"n","n","n","n",0,"n","n",48,"ENWX","Arlington","WI",-89.40730747,43.33649469
"109","Arl",2022-01-22,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,"ENWX","Arlington","WI",-89.40730747,43.33649469
"110","Arl",2022-01-23,TRUE,180,100,120,"y","y","y","y",80,"y","y",79,"ENWX","Arlington","WI",-89.40730747,43.33649469
"111","Arl",2022-01-24,TRUE,180,100,120,"y","y","y","y",80,"y","y",98,"ENWX","Arlington","WI",-89.40730747,43.33649469
"112","Arl",2022-01-25,TRUE,180,100,120,"y","y","y","y",80,"y","y",147,"ENWX","Arlington","WI",-89.40730747,43.33649469
"113","Arl",2022-01-26,TRUE,180,100,120,"y","y","y","y",80,"y","y",141,"ENWX","Arlington","WI",-89.40730747,43.33649469
"114","Arl",2022-01-27,TRUE,140,0,0,"n","y","n","y",0,"y","n",135,"ENWX","Arlington","WI",-89.40730747,43.33649469
"115","Arl",2022-01-28,TRUE,140,0,0,"n","y","n","y",0,"n","y",123,"ENWX","Arlington","WI",-89.40730747,43.33649469
"116","Arl",2022-01-29,TRUE,140,0,0,"n","y","n","y",0,"n","y",119,"ENWX","Arlington","WI",-89.40730747,43.33649469
"117","Arl",2022-01-30,TRUE,140,0,0,"n","y","n","y",0,"n","y",115,"ENWX","Arlington","WI",-89.40730747,43.33649469
"118","Arl",2022-01-31,TRUE,120,0,0,"n","n","n","y",0,"n","y",113,"ENWX","Arlington","WI",-89.40730747,43.33649469
"119","Arl",2022-02-01,TRUE,100,0,0,"n","n","n","y",0,"n","y",92,"ENWX","Arlington","WI",-89.40730747,43.33649469
"120","Arl",2022-02-02,TRUE,80,0,0,"n","n","n","n",0,"n","n",67,"ENWX","Arlington","WI",-89.40730747,43.33649469
"121","Arl",2022-02-03,TRUE,80,0,0,"n","n","n","n",0,"n","n",64,"ENWX","Arlington","WI",-89.40730747,43.33649469
"122","Arl",2022-02-04,TRUE,80,0,0,"n","n","n","n",0,"n","n",62,"ENWX","Arlington","WI",-89.40730747,43.33649469
"123","Arl",2022-02-05,TRUE,80,0,0,"n","n","n","n",0,"n","n",63,"ENWX","Arlington","WI",-89.40730747,43.33649469
"124","Arl",2022-02-06,TRUE,80,0,0,"n","n","n","n",0,"n","n",60,"ENWX","Arlington","WI",-89.40730747,43.33649469
"125","Arl",2022-02-07,TRUE,80,0,0,"n","n","n","n",0,"n","n",57,"ENWX","Arlington","WI",-89.40730747,43.33649469
"126","Arl",2022-02-08,TRUE,80,0,0,"n","n","n","n",0,"n","n",56,"ENWX","Arlington","WI",-89.40730747,43.33649469
"127","Arl",2022-02-09,TRUE,80,0,0,"n","n","n","n",0,"n","n",19,"ENWX","Arlington","WI",-89.40730747,43.33649469
"128","Arl",2022-02-10,TRUE,60,0,0,"n","n","n","n",0,"n","n",22,"ENWX","Arlington","WI",-89.40730747,43.33649469
"129","Arl",2022-02-11,TRUE,20,0,0,"n","n","n","n",0,"n","n",22,"ENWX","Arlington","WI",-89.40730747,43.33649469
"130","Arl",2022-02-12,TRUE,20,0,0,"n","n","n","n",0,"n","n",18,"ENWX","Arlington","WI",-89.40730747,43.33649469
"131","Arl",2022-02-13,TRUE,20,0,0,"n","n","n","n",0,"n","n",17,"ENWX","Arlington","WI",-89.40730747,43.33649469
"132","Arl",2022-02-14,TRUE,20,0,0,"n","n","n","n",0,"n","n",16,"ENWX","Arlington","WI",-89.40730747,43.33649469
"133","Arl",2022-02-15,TRUE,20,0,0,"n","n","n","n",0,"n","n",16,"ENWX","Arlington","WI",-89.40730747,43.33649469
"134","Arl",2022-02-16,TRUE,20,0,0,"n","n","n","n",0,"n","n",13,"ENWX","Arlington","WI",-89.40730747,43.33649469
"135","Arl",2022-02-17,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"136","Arl",2022-02-18,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"137","Arl",2022-02-19,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"138","Arl",2022-02-20,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"139","Arl",2022-02-21,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"140","Arl",2022-02-22,TRUE,0,0,0,"n","n","n","n",0,"n","n",2,"ENWX","Arlington","WI",-89.40730747,43.33649469
"141","Arl",2022-02-23,TRUE,0,0,0,"n","n","n","n",0,"n","n",35,"ENWX","Arlington","WI",-89.40730747,43.33649469
"142","Arl",2022-02-24,TRUE,0,0,0,"n","n","n","n",0,"n","n",32,"ENWX","Arlington","WI",-89.40730747,43.33649469
"143","Arl",2022-02-25,TRUE,80,0,0,"n","n","n","n",0,"n","n",40,"ENWX","Arlington","WI",-89.40730747,43.33649469
"144","Arl",2022-02-26,TRUE,20,0,0,"n","n","n","n",0,"n","n",144,"ENWX","Arlington","WI",-89.40730747,43.33649469
"145","Arl",2022-02-27,TRUE,20,0,0,"n","n","n","n",0,"n","n",129,"ENWX","Arlington","WI",-89.40730747,43.33649469
"146","Arl",2022-02-28,TRUE,0,0,0,"n","n","n","n",0,"n","n",118,"ENWX","Arlington","WI",-89.40730747,43.33649469
"147","Arl",2022-03-01,TRUE,0,0,0,"n","n","n","n",0,"n","n",51,"ENWX","Arlington","WI",-89.40730747,43.33649469
"148","Arl",2022-03-02,TRUE,0,0,0,"n","n","n","n",0,"n","n",28,"ENWX","Arlington","WI",-89.40730747,43.33649469
"149","Arl",2022-03-03,TRUE,0,0,0,"n","n","n","n",0,"n","n",21,"ENWX","Arlington","WI",-89.40730747,43.33649469
"150","Arl",2022-03-04,TRUE,0,0,0,"n","n","n","n",0,"n","n",19,"ENWX","Arlington","WI",-89.40730747,43.33649469
"151","Arl",2022-03-05,TRUE,0,0,0,"n","n","n","n",0,"n","n",16,"ENWX","Arlington","WI",-89.40730747,43.33649469
"152","Arl",2022-03-06,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"153","Arl",2022-03-07,TRUE,140,40,40,"n","n","n","n",60,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"154","Arl",2022-03-08,TRUE,120,0,0,"n","n","n","n",0,"n","n",63,"ENWX","Arlington","WI",-89.40730747,43.33649469
"155","Arl",2022-03-09,TRUE,80,0,0,"n","n","n","n",0,"n","n",76,"ENWX","Arlington","WI",-89.40730747,43.33649469
"156","Arl",2022-03-10,TRUE,80,0,0,"n","n","n","n",0,"n","n",67,"ENWX","Arlington","WI",-89.40730747,43.33649469
"157","Arl",2022-03-11,TRUE,80,0,0,"n","n","n","n",0,"n","n",62,"ENWX","Arlington","WI",-89.40730747,43.33649469
"158","Arl",2022-03-12,TRUE,40,0,0,"n","n","n","n",0,"n","n",16,"ENWX","Arlington","WI",-89.40730747,43.33649469
"159","Arl",2022-03-13,TRUE,20,0,0,"n","n","n","n",0,"n","n",11,"ENWX","Arlington","WI",-89.40730747,43.33649469
"160","Arl",2022-03-14,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"161","Arl",2022-03-15,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"162","Arl",2022-03-16,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"163","Arl",2022-03-17,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"164","Arl",2022-03-18,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"165","Arl",2022-03-19,TRUE,20,0,0,"n","n","n","n",0,"n","n",48,"ENWX","Arlington","WI",-89.40730747,43.33649469
"166","Arl",2022-03-20,TRUE,0,0,0,"n","n","n","n",0,"n","n",13,"ENWX","Arlington","WI",-89.40730747,43.33649469
"167","Arl",2022-03-21,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"168","Arl",2022-03-22,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"169","Arl",2022-03-23,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"170","Arl",2022-03-24,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"171","Arl",2022-03-25,TRUE,0,0,0,"n","n","n","n",0,"n","n",17,"ENWX","Arlington","WI",-89.40730747,43.33649469
"172","Arl",2022-03-26,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"173","Arl",2022-03-27,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"174","Arl",2022-03-28,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"175","Arl",2022-03-29,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"176","Arl",2022-03-30,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"177","Arl",2022-03-31,TRUE,20,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"178","Arl",2022-04-01,TRUE,20,0,0,"n","n","n","n",0,"n","n",69,"ENWX","Arlington","WI",-89.40730747,43.33649469
"179","Arl",2022-04-02,TRUE,20,20,20,"n","n","n","n",20,"n","n",48,"ENWX","Arlington","WI",-89.40730747,43.33649469
"180","Arl",2022-04-03,TRUE,0,0,0,"n","n","n","n",0,"n","n",82,"ENWX","Arlington","WI",-89.40730747,43.33649469
"181","Arl",2022-04-04,TRUE,0,0,0,"n","n","n","n",0,"n","n",33,"ENWX","Arlington","WI",-89.40730747,43.33649469
"182","Arl",2022-04-05,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"183","Arl",2022-04-06,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"184","Arl",2022-04-07,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"185","Arl",2022-04-08,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"186","Arl",2022-04-09,TRUE,0,0,0,"n","n","n","n",0,"n","n",7,"ENWX","Arlington","WI",-89.40730747,43.33649469
"187","Arl",2022-04-10,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"188","Arl",2022-04-11,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"189","Arl",2022-04-12,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"190","Arl",2022-04-13,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"191","Arl",2022-04-14,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"192","Arl",2022-04-15,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"193","Arl",2022-04-16,TRUE,0,0,0,"n","n","n","n",0,"n","n",0,"ENWX","Arlington","WI",-89.40730747,43.33649469
"194","Bon",2021-10-04,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"195","Bon",2021-10-05,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
"196","Bon",2021-10-06,TRUE,0,0,0,"n","n","n","n",NA,"","",0,"WARM_ICN","Bondvillie","IL",-89.24352498,40.04947272
